source_id,source_sha256,page,table,row,column,value_original,reference,verification_status
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,1,1,1,1,,PDF page 1; detected table 1; row 1; column 1,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,19,2,SOLAN,PDF page 16; detected table 1; row 19; column 2,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,19,3,2,PDF page 16; detected table 1; row 19; column 3,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,19,4,8.3,PDF page 16; detected table 1; row 19; column 4,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,19,5,-77%,PDF page 16; detected table 1; row 19; column 5,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,19,6,LD,PDF page 16; detected table 1; row 19; column 6,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,19,7,781.3,PDF page 16; detected table 1; row 19; column 7,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,19,8,762.2,PDF page 16; detected table 1; row 19; column 8,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,19,9,3%,PDF page 16; detected table 1; row 19; column 9,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,19,10,N,PDF page 16; detected table 1; row 19; column 10,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,20,1,12,PDF page 16; detected table 1; row 20; column 1,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,20,2,UNA,PDF page 16; detected table 1; row 20; column 2,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,20,3,7,PDF page 16; detected table 1; row 20; column 3,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,20,4,12.4,PDF page 16; detected table 1; row 20; column 4,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,20,5,-44%,PDF page 16; detected table 1; row 20; column 5,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,20,6,D,PDF page 16; detected table 1; row 20; column 6,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,20,7,723.8,PDF page 16; detected table 1; row 20; column 7,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,20,8,851.1,PDF page 16; detected table 1; row 20; column 8,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,20,9,-15%,PDF page 16; detected table 1; row 20; column 9,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,20,10,N,PDF page 16; detected table 1; row 20; column 10,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,21,1,,PDF page 16; detected table 1; row 21; column 1,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,21,2,JAMMU & KASHMIR AND LADAKH,PDF page 16; detected table 1; row 21; column 2,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,21,3,3.8,PDF page 16; detected table 1; row 21; column 3,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,21,4,6.5,PDF page 16; detected table 1; row 21; column 4,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,21,5,-42%,PDF page 16; detected table 1; row 21; column 5,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,21,6,D,PDF page 16; detected table 1; row 21; column 6,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,21,7,491.3,PDF page 16; detected table 1; row 21; column 7,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,21,8,477.5,PDF page 16; detected table 1; row 21; column 8,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,21,9,3%,PDF page 16; detected table 1; row 21; column 9,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,21,10,N,PDF page 16; detected table 1; row 21; column 10,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,22,1,,PDF page 16; detected table 1; row 22; column 1,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,22,2,JAMMU & KASHMIR (UT),PDF page 16; detected table 1; row 22; column 2,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,22,3,3.8,PDF page 16; detected table 1; row 22; column 3,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,22,4,6.5,PDF page 16; detected table 1; row 22; column 4,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,22,5,-42%,PDF page 16; detected table 1; row 22; column 5,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,22,6,D,PDF page 16; detected table 1; row 22; column 6,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,22,7,491.3,PDF page 16; detected table 1; row 22; column 7,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,22,8,477.5,PDF page 16; detected table 1; row 22; column 8,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,22,9,3%,PDF page 16; detected table 1; row 22; column 9,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,22,10,N,PDF page 16; detected table 1; row 22; column 10,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,23,1,1,PDF page 16; detected table 1; row 23; column 1,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,23,2,ANANTNAG,PDF page 16; detected table 1; row 23; column 2,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,23,3,2.9,PDF page 16; detected table 1; row 23; column 3,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,23,4,2.2,PDF page 16; detected table 1; row 23; column 4,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,23,5,30%,PDF page 16; detected table 1; row 23; column 5,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,23,6,E,PDF page 16; detected table 1; row 23; column 6,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,23,7,299.7,PDF page 16; detected table 1; row 23; column 7,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,23,8,275.6,PDF page 16; detected table 1; row 23; column 8,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,23,9,9%,PDF page 16; detected table 1; row 23; column 9,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,23,10,N,PDF page 16; detected table 1; row 23; column 10,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,24,1,2,PDF page 16; detected table 1; row 24; column 1,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,24,2,BADGAM,PDF page 16; detected table 1; row 24; column 2,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,24,3,0,PDF page 16; detected table 1; row 24; column 3,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,24,4,0.6,PDF page 16; detected table 1; row 24; column 4,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,24,5,-100%,PDF page 16; detected table 1; row 24; column 5,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,24,6,NR,PDF page 16; detected table 1; row 24; column 6,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,24,7,130.4,PDF page 16; detected table 1; row 24; column 7,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,24,8,176.9,PDF page 16; detected table 1; row 24; column 8,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,24,9,-26%,PDF page 16; detected table 1; row 24; column 9,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,24,10,D,PDF page 16; detected table 1; row 24; column 10,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,25,1,3,PDF page 16; detected table 1; row 25; column 1,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,25,2,BANDIPORA,PDF page 16; detected table 1; row 25; column 2,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,25,3,0.5,PDF page 16; detected table 1; row 25; column 3,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,25,4,0.7,PDF page 16; detected table 1; row 25; column 4,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,25,5,-29%,PDF page 16; detected table 1; row 25; column 5,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,25,6,D,PDF page 16; detected table 1; row 25; column 6,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,25,7,199.5,PDF page 16; detected table 1; row 25; column 7,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,25,8,190.8,PDF page 16; detected table 1; row 25; column 8,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,25,9,5%,PDF page 16; detected table 1; row 25; column 9,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,25,10,N,PDF page 16; detected table 1; row 25; column 10,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,26,1,4,PDF page 16; detected table 1; row 26; column 1,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,26,2,BARAMULA,PDF page 16; detected table 1; row 26; column 2,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,26,3,0.7,PDF page 16; detected table 1; row 26; column 3,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,26,4,1.1,PDF page 16; detected table 1; row 26; column 4,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,26,5,-40%,PDF page 16; detected table 1; row 26; column 5,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,26,6,D,PDF page 16; detected table 1; row 26; column 6,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,26,7,276.5,PDF page 16; detected table 1; row 26; column 7,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,26,8,186,PDF page 16; detected table 1; row 26; column 8,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,26,9,49%,PDF page 16; detected table 1; row 26; column 9,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,26,10,E,PDF page 16; detected table 1; row 26; column 10,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,27,1,5,PDF page 16; detected table 1; row 27; column 1,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,27,2,DODA,PDF page 16; detected table 1; row 27; column 2,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,27,3,,PDF page 16; detected table 1; row 27; column 3,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,27,4,5.8,PDF page 16; detected table 1; row 27; column 4,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,27,5,,PDF page 16; detected table 1; row 27; column 5,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,27,6,ND,PDF page 16; detected table 1; row 27; column 6,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,27,7,367.9,PDF page 16; detected table 1; row 27; column 7,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,27,8,366,PDF page 16; detected table 1; row 27; column 8,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,27,9,1%,PDF page 16; detected table 1; row 27; column 9,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,27,10,N,PDF page 16; detected table 1; row 27; column 10,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,28,1,6,PDF page 16; detected table 1; row 28; column 1,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,28,2,GANDERBAL,PDF page 16; detected table 1; row 28; column 2,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,28,3,4,PDF page 16; detected table 1; row 28; column 3,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,28,4,1.4,PDF page 16; detected table 1; row 28; column 4,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,28,5,186%,PDF page 16; detected table 1; row 28; column 5,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,28,6,LE,PDF page 16; detected table 1; row 28; column 6,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,28,7,319.5,PDF page 16; detected table 1; row 28; column 7,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,28,8,230.9,PDF page 16; detected table 1; row 28; column 8,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,28,9,38%,PDF page 16; detected table 1; row 28; column 9,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,16,1,28,10,E,PDF page 16; detected table 1; row 28; column 10,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,17,1,1,1,,PDF page 17; detected table 1; row 1; column 1,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,17,1,1,2,,PDF page 17; detected table 1; row 1; column 2,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,17,1,1,3,DAY: 05-09-2026,PDF page 17; detected table 1; row 1; column 3,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,17,1,1,7,PERIOD: 01-06-2026 to 05-09-2026,PDF page 17; detected table 1; row 1; column 7,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,17,1,2,1,S.No,PDF page 17; detected table 1; row 2; column 1,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,17,1,2,2,MET.SUBDIVISION/UT/STATE/DISTRICT,PDF page 17; detected table 1; row 2; column 2,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,17,1,2,3,ACTUAL(mm),PDF page 17; detected table 1; row 2; column 3,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,17,1,2,4,NORMAL(mm),PDF page 17; detected table 1; row 2; column 4,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,17,1,2,5,%DEP.,PDF page 17; detected table 1; row 2; column 5,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,17,1,2,6,CAT.,PDF page 17; detected table 1; row 2; column 6,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,17,1,2,7,ACTUAL(mm),PDF page 17; detected table 1; row 2; column 7,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,17,1,2,8,NORMAL(mm),PDF page 17; detected table 1; row 2; column 8,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,17,1,2,9,%DEP.,PDF page 17; detected table 1; row 2; column 9,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,17,1,2,10,CAT.,PDF page 17; detected table 1; row 2; column 10,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,17,1,3,1,7,PDF page 17; detected table 1; row 3; column 1,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,17,1,3,2,JAMMU,PDF page 17; detected table 1; row 3; column 2,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,17,1,3,3,0,PDF page 17; detected table 1; row 3; column 3,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,17,1,3,4,6.3,PDF page 17; detected table 1; row 3; column 4,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,17,1,3,5,-100%,PDF page 17; detected table 1; row 3; column 5,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,17,1,3,6,NR,PDF page 17; detected table 1; row 3; column 6,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,17,1,3,7,722.8,PDF page 17; detected table 1; row 3; column 7,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,17,1,3,8,847.4,PDF page 17; detected table 1; row 3; column 8,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,17,1,3,9,-15%,PDF page 17; detected table 1; row 3; column 9,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,17,1,3,10,N,PDF page 17; detected table 1; row 3; column 10,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,17,1,4,1,8,PDF page 17; detected table 1; row 4; column 1,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,17,1,4,2,KATHUA,PDF page 17; detected table 1; row 4; column 2,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,17,1,4,3,11.1,PDF page 17; detected table 1; row 4; column 3,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,17,1,4,4,21.5,PDF page 17; detected table 1; row 4; column 4,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,17,1,4,5,-48%,PDF page 17; detected table 1; row 4; column 5,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,17,1,4,6,D,PDF page 17; detected table 1; row 4; column 6,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,17,1,4,7,1085.1,PDF page 17; detected table 1; row 4; column 7,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,17,1,4,8,1137,PDF page 17; detected table 1; row 4; column 8,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,17,1,4,9,-5%,PDF page 17; detected table 1; row 4; column 9,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,17,1,4,10,N,PDF page 17; detected table 1; row 4; column 10,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,17,1,5,1,9,PDF page 17; detected table 1; row 5; column 1,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,17,1,5,2,KISTWAR,PDF page 17; detected table 1; row 5; column 2,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,17,1,5,3,0,PDF page 17; detected table 1; row 5; column 3,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,17,1,5,4,5.8,PDF page 17; detected table 1; row 5; column 4,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,17,1,5,5,-100%,PDF page 17; detected table 1; row 5; column 5,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,17,1,5,6,NR,PDF page 17; detected table 1; row 5; column 6,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,17,1,5,7,170.3,PDF page 17; detected table 1; row 5; column 7,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,17,1,5,8,366,PDF page 17; detected table 1; row 5; column 8,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,17,1,5,9,-53%,PDF page 17; detected table 1; row 5; column 9,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,17,1,5,10,D,PDF page 17; detected table 1; row 5; column 10,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,17,1,6,1,10,PDF page 17; detected table 1; row 6; column 1,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,17,1,6,2,KULGAM,PDF page 17; detected table 1; row 6; column 2,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,17,1,6,3,0,PDF page 17; detected table 1; row 6; column 3,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,17,1,6,4,6.7,PDF page 17; detected table 1; row 6; column 4,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,17,1,6,5,-100%,PDF page 17; detected table 1; row 6; column 5,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,17,1,6,6,NR,PDF page 17; detected table 1; row 6; column 6,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,17,1,6,7,267.8,PDF page 17; detected table 1; row 6; column 7,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,17,1,6,8,285,PDF page 17; detected table 1; row 6; column 8,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,17,1,6,9,-6%,PDF page 17; detected table 1; row 6; column 9,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,17,1,6,10,N,PDF page 17; detected table 1; row 6; column 10,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,17,1,7,1,11,PDF page 17; detected table 1; row 7; column 1,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,17,1,7,2,KUPWARA,PDF page 17; detected table 1; row 7; column 2,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,17,1,7,3,0.3,PDF page 17; detected table 1; row 7; column 3,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,17,1,7,4,1,PDF page 17; detected table 1; row 7; column 4,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,17,1,7,5,-72%,PDF page 17; detected table 1; row 7; column 5,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,17,1,7,6,LD,PDF page 17; detected table 1; row 7; column 6,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,17,1,7,7,212.8,PDF page 17; detected table 1; row 7; column 7,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,17,1,7,8,222.5,PDF page 17; detected table 1; row 7; column 8,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,17,1,7,9,-4%,PDF page 17; detected table 1; row 7; column 9,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,17,1,7,10,N,PDF page 17; detected table 1; row 7; column 10,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,17,1,8,1,12,PDF page 17; detected table 1; row 8; column 1,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,17,1,8,2,POONCH,PDF page 17; detected table 1; row 8; column 2,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,17,1,8,3,0,PDF page 17; detected table 1; row 8; column 3,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,17,1,8,4,7.4,PDF page 17; detected table 1; row 8; column 4,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,17,1,8,5,-100%,PDF page 17; detected table 1; row 8; column 5,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,17,1,8,6,NR,PDF page 17; detected table 1; row 8; column 6,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,17,1,8,7,808.3,PDF page 17; detected table 1; row 8; column 7,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,17,1,8,8,593.2,PDF page 17; detected table 1; row 8; column 8,review_required
